link,Tipe,title,category,address,open_hours,popular_times,website,phone,review_count,review_rating,Scoring,reviews_per_rating,latitude,longitude,Scoring_scaled
https://www.google.com/maps/place/Beyco+Studio+Creative/data=!4m7!3m6!1s0x4e8d7cc5999a0259:0xdad9558568067e0c!8m2!3d-7.5201362!4d110.8582406!16s%2Fg%2F11y2kc4jhd!19sChIJWQKamcV8jU4RDH4GaIVV2do?authuser=0&hl=en&rclk=1,Digital Agency,Beyco Studio Creative,Marketing agency,"Perum Jeruksawit Residence No.Blok D2, Banyuurip, Gondangrejo, Karanganyar, Kabupaten Karanganyar, Jawa Tengah 57188","{""Friday"":[""Open 24 hours""],""Monday"":[""Open 24 hours""],""Saturday"":[""Open 24 hours""],""Sunday"":[""Open 24 hours""],""Thursday"":[""Open 24 hours""],""Tuesday"":[""Open 24 hours""],""Wednesday"":[""Open 24 hours""]}",{},,0851-7982-2034,3,5,4.2,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":3}",-7.520136,110.858241,0.002304400307
https://www.google.com/maps/place/7M+PUSAT+STEMPEL+PRASASTI+KARANGANYAR/data=!4m7!3m6!1s0x2e7a188f3366d89b:0xd3d7c5567fe79632!8m2!3d-7.5904715!4d110.9567294!16s%2Fg%2F11c32mdwy6!19sChIJm9hmM48Yei4RMpbnf1bF19M?authuser=0&hl=en&rclk=1,Digital Agency,7M PUSAT STEMPEL PRASASTI KARANGANYAR,Sign shop,"Perum Saraswati, Gaum, Kec. Tasikmadu, Kabupaten Karanganyar, Jawa Tengah 57722","{""Friday"":[""8.30 am–2.30 pm""],""Monday"":[""8.30 am–3.30 pm""],""Saturday"":[""8.30 am–3.00 pm""],""Sunday"":[""Closed""],""Thursday"":[""8.30 am–3.30 pm""],""Tuesday"":[""8.30 am–3.30 pm""],""Wednesday"":[""8.30 am–3.30 pm""]}",{},,,21,4.9,11.34,"{""1"":0,""2"":0,""3"":0,""4"":2,""5"":19}",-7.590471,110.956729,0.00622188083
https://www.google.com/maps/place/Piksel+Ads+-+Jasa+Digital+Marketing+Solo/data=!4m7!3m6!1s0x2e7a131ab2aee603:0x8ca497f3db6eea11!8m2!3d-7.5286743!4d110.7725578!16s%2Fg%2F11vlh84336!19sChIJA-aushoTei4REepu2_OXpIw?authuser=0&hl=en&rclk=1,Digital Agency,Piksel Ads - Jasa Digital Marketing Solo,Internet marketing service,"RT.01/RW.04, Tanon Kidul, Gedongan, Kec. Colomadu, Kabupaten Karanganyar, Jawa Tengah 57173","{""Friday"":[""9.00 am–5.00 pm""],""Monday"":[""9.00 am–5.00 pm""],""Saturday"":[""9.00 am–5.00 pm""],""Sunday"":[""Closed""],""Thursday"":[""9.00 am–5.00 pm""],""Tuesday"":[""9.00 am–5.00 pm""],""Wednesday"":[""9.00 am–5.00 pm""]}",{},https://pikselads.com/,0821-3678-5924,0,0,0,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",-7.528674,110.772558,0
https://www.google.com/maps/place/Airo+Software/data=!4m7!3m6!1s0x2e7a1718eb3280a3:0xe52ca6c67257f254!8m2!3d-7.5544157!4d110.8757618!16s%2Fg%2F11rbkv3pny!19sChIJo4Ay6xgXei4RVPJXcsamLOU?authuser=0&hl=en&rclk=1,Digital Agency,Airo Software,Software company,"Blok, Jl. Bagong No.6, Puntukrejo, Ngringo, Jaten, Karanganyar Regency, Central Java 57731","{""Friday"":[""9.00 am–4.00 pm""],""Monday"":[""9.00 am–4.00 pm""],""Saturday"":[""Closed""],""Sunday"":[""Closed""],""Thursday"":[""9.00 am–4.00 pm""],""Tuesday"":[""9.00 am–4.00 pm""],""Wednesday"":[""9.00 am–4.00 pm""]}",{},,0851-5911-8708,1,5,3.4,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":1}",-7.554416,110.875762,0.001865466915
https://www.google.com/maps/place/User+Media/data=!4m7!3m6!1s0x2e7a23f2789651c1:0xa92627eee0361e49!8m2!3d-7.6014011!4d110.9784424!16s%2Fg%2F11gmvbsd5z!19sChIJwVGWePIjei4RSR424O4nJqk?authuser=0&hl=en&rclk=1,Digital Agency,User Media,Corporate office,"9XXH+C9P User Media, Bejen, Kec. Karanganyar, Kabupaten Karanganyar, Jawa Tengah 57716","{""Friday"":[""9.00 am–5.00 pm""],""Monday"":[""9.00 am–5.00 pm""],""Saturday"":[""10.00 am–6.00 pm""],""Sunday"":[""Closed""],""Thursday"":[""9.00 am–5.00 pm""],""Tuesday"":[""9.00 am–5.00 pm""],""Wednesday"":[""9.00 am–5.00 pm""]}",{},,(0271) 4991908,3,4.7,4.02,"{""1"":0,""2"":0,""3"":0,""4"":1,""5"":2}",-7.601401,110.978442,0.002205640294
https://www.google.com/maps/place/FIRST+MEDIA+SOLORAYA+%28SALES+MARKETING%29/data=!4m7!3m6!1s0x2e7a179247371ea5:0x1a867eab566b08b1!8m2!3d-7.5319218!4d110.8417681!16s%2Fg%2F11rnpcgr9t!19sChIJpR43R5IXei4RsQhrVqt-hho?authuser=0&hl=en&rclk=1,Digital Agency,FIRST MEDIA SOLORAYA (SALES MARKETING),Internet marketing service,"Jl. Bonoroto No.RT.4/01, Belembem, Plesungan, Kec. Gondangrejo, Kabupaten Karanganyar, Jawa Tengah 57181",{},{},,,5,4.2,4.52,"{""1"":1,""2"":0,""3"":0,""4"":0,""5"":4}",-7.531922,110.841768,0.002479973664
https://www.google.com/maps/place/Publisher+Android+%22+Eka+Lesmana+%22/data=!4m7!3m6!1s0x2e7a23973be2f281:0xf3d6b8f6843ff243!8m2!3d-7.6295041!4d110.956736!16s%2Fg%2F11n13zd3_m!19sChIJgfLiO5cjei4RQ_I_hPa41vM?authuser=0&hl=en&rclk=1,Digital Agency,"Publisher Android "" Eka Lesmana """,Internet marketing service,"9XC4+5MX Publisher Android "" Eka Lesmana "", RT.03/RW.5, Dukuhan, Sambirejo, Jumantono, Karanganyar Regency, Central Java 57782","{""Friday"":[""Open 24 hours""],""Monday"":[""Open 24 hours""],""Saturday"":[""Open 24 hours""],""Sunday"":[""Open 24 hours""],""Thursday"":[""Open 24 hours""],""Tuesday"":[""Open 24 hours""],""Wednesday"":[""Open 24 hours""]}",{},https://facebook.com/blogger93,,6,4.5,5.1,"{""1"":0,""2"":0,""3"":1,""4"":1,""5"":4}",-7.629504,110.956736,0.002798200373
https://www.google.com/maps/place/Be+And+We+Pro+X+Rumah+Kreatif+Karanganyar/data=!4m7!3m6!1s0x2e7a22768ee330cb:0xede6ccb9b82164e1!8m2!3d-7.6031062!4d110.9649222!16s%2Fg%2F1pzwhqls4!19sChIJyzDjjnYiei4R4WQhuLnM5u0?authuser=0&hl=en&rclk=1,Digital Agency,Be And We Pro X Rumah Kreatif Karanganyar,Information services,"JL. Tegalwinangun, RT.3/RW.13, Titang, Tegalgede, Kec. Karanganyar, Kabupaten Karanganyar, Jawa Tengah 57714",{},{},,0822-1017-0381,1,5,3.4,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":1}",-7.603106,110.964922,0.001865466915
https://www.google.com/maps/place/Madju+Comp+Advertising/data=!4m7!3m6!1s0x2e7a1687a7b8e907:0x5d261ad1cecef104!8m2!3d-7.7040246!4d111.0076709!16s%2Fg%2F1pzsdgmw6!19sChIJB-m4p4cWei4RBPHOztEaJl0?authuser=0&hl=en&rclk=1,Digital Agency,Madju Comp Advertising,Advertising service,"Timur Pasar, Jumapolo, Karanganyar Regency, Central Java 57783","{""Friday"":[""8.00 am–5.00 pm""],""Monday"":[""8.00 am–5.00 pm""],""Saturday"":[""8.00 am–5.00 pm""],""Sunday"":[""Closed""],""Thursday"":[""8.00 am–5.00 pm""],""Tuesday"":[""8.00 am–5.00 pm""],""Wednesday"":[""7.30 am–5.00 pm""]}",{},,(0271) 4990116,66,4.4,29.04,"{""1"":2,""2"":2,""3"":8,""4"":11,""5"":43}",-7.704025,111.007671,0.01593328212
https://www.google.com/maps/place/Growing+Media+Solo/data=!4m7!3m6!1s0x2e7a1306f2854e39:0x113890b018e1dcc9!8m2!3d-7.5270724!4d110.7810994!16s%2Fg%2F11wr65246q!19sChIJOU6F8gYTei4RydzhGLCQOBE?authuser=0&hl=en&rclk=1,Digital Agency,Growing Media Solo,Website designer,"Jl. Gatot Kaca 2, Pepe, Gedongan, Kec. Colomadu, Kabupaten Karanganyar, Jawa Tengah 57173","{""Friday"":[""7.00 am–5.30 pm""],""Monday"":[""7.00 am–5.30 pm""],""Saturday"":[""7.00 am–5.30 pm""],""Sunday"":[""Closed""],""Thursday"":[""7.00 am–5.30 pm""],""Tuesday"":[""7.00 am–5.30 pm""],""Wednesday"":[""7.00 am–5.30 pm""]}",{},https://growing-media.localo.site/,0857-5977-2582,9,5,6.6,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":9}",-7.527072,110.781099,0.003621200483
https://www.google.com/maps/place/Jasa+Sertifikasi+Digital+Marketing+Dan+Profesi+Soloraya/data=!4m7!3m6!1s0x2e7a151113d05b77:0xb2049b957f1468be!8m2!3d-7.5433046!4d110.7840192!16s%2Fg%2F11srm8nttz!19sChIJd1vQExEVei4RvmgUf5WbBLI?authuser=0&hl=en&rclk=1,Digital Agency,Jasa Sertifikasi Digital Marketing Dan Profesi Soloraya,Marketing consultant,"Jl. Ketupat Raya No.8, Dukuh, Baturan, Kec. Colomadu, Kabupaten Karanganyar, Jawa Tengah 57171","{""Friday"":[""9.00 am–5.00 pm""],""Monday"":[""9.00 am–5.00 pm""],""Saturday"":[""9.00 am–12.00 pm""],""Sunday"":[""Closed""],""Thursday"":[""9.00 am–5.00 pm""],""Tuesday"":[""9.00 am–5.00 pm""],""Wednesday"":[""9.00 am–5.00 pm""]}",{},https://demelophoto.blogspot.com/,0813-2900-3872,0,0,0,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",-7.543305,110.784019,0
https://www.google.com/maps/place/Arief+media+3/data=!4m7!3m6!1s0x2e7a19686bbe8ae5:0xeffa9d6aa2a05754!8m2!3d-7.6130692!4d110.947706!16s%2Fg%2F11vr4cwrl7!19sChIJ5Yq-a2gZei4RVFegomqd-u8?authuser=0&hl=en&rclk=1,Digital Agency,Arief media 3,Digital printing service,"9WPX+Q3Q Arief media 3, Jl. Sugihan - Karanganyar, Ngaliyan, Lalung, Kec. Karanganyar, Kabupaten Karanganyar, Jawa Tengah 57716","{""Friday"":[""8.00 am–5.00 pm""],""Monday"":[""8.00 am–5.00 pm""],""Saturday"":[""8.00 am–5.00 pm""],""Sunday"":[""Closed""],""Thursday"":[""8.00 am–5.00 pm""],""Tuesday"":[""8.00 am–5.00 pm""],""Wednesday"":[""8.00 am–5.00 pm""]}",{},https://armed3.com/,0815-9997-201,6,4.8,5.28,"{""1"":0,""2"":0,""3"":0,""4"":1,""5"":5}",-7.613069,110.947706,0.002896960386
https://www.google.com/maps/place/MDS+GROUP+PERCETAKAN+Wi-Fi+Internet+Solutions/data=!4m7!3m6!1s0x2e7a21287e576b91:0x518307b3a77154e3!8m2!3d-7.6193524!4d111.027756!16s%2Fg%2F11sx4nsm30!19sChIJkWtXfighei4R41Rxp7MHg1E?authuser=0&hl=en&rclk=1,Digital Agency,MDS GROUP PERCETAKAN Wi-Fi Internet Solutions,Shopping mall,"Jalan Dukuh, Jangganan, Bangsri, Kec. Karangpandan, Kabupaten Karanganyar, Jawa Tengah 57791","{""Friday"":[""6.30 am–4.30 pm""],""Monday"":[""6.30 am–4.30 pm""],""Saturday"":[""6.30 am–4.30 pm""],""Sunday"":[""Closed""],""Thursday"":[""6.30 am–4.30 pm""],""Tuesday"":[""6.30 am–4.30 pm""],""Wednesday"":[""6.30 am–4.30 pm""]}","{""Friday"":{""10"":83,""11"":88,""12"":93,""13"":100,""14"":84,""15"":88,""16"":66,""17"":0,""18"":0,""19"":0,""20"":0,""21"":0,""22"":0,""5"":0,""6"":59,""7"":69,""8"":83,""9"":79},""Monday"":{""10"":76,""11"":81,""12"":74,""13"":71,""14"":71,""15"":72,""16"":62,""17"":0,""18"":0,""19"":0,""20"":0,""21"":0,""22"":0,""5"":0,""6"":47,""7"":67,""8"":67,""9"":74},""Saturday"":{""10"":45,""11"":42,""12"":45,""13"":62,""14"":59,""15"":74,""16"":81,""17"":0,""18"":0,""19"":0,""20"":0,""21"":0,""22"":0,""5"":0,""6"":55,""7"":52,""8"":54,""9"":52},""Sunday"":{},""Thursday"":{""10"":67,""11"":57,""12"":61,""13"":67,""14"":74,""15"":61,""16"":50,""17"":0,""18"":0,""19"":0,""20"":0,""21"":0,""22"":0,""5"":0,""6"":55,""7"":64,""8"":76,""9"":69},""Tuesday"":{""10"":84,""11"":94,""12"":100,""13"":83,""14"":69,""15"":74,""16"":77,""17"":0,""18"":0,""19"":0,""20"":0,""21"":0,""22"":0,""5"":0,""6"":55,""7"":62,""8"":67,""9"":74},""Wednesday"":{""10"":55,""11"":67,""12"":72,""13"":86,""14"":83,""15"":77,""16"":57,""17"":0,""18"":0,""19"":0,""20"":0,""21"":0,""22"":0,""5"":0,""6"":38,""7"":42,""8"":40,""9"":47}}",,0823-3535-5751,19,4.5,10.3,"{""1"":1,""2"":0,""3"":1,""4"":3,""5"":14}",-7.619352,111.027756,0.00565126742
https://www.google.com/maps/place/Posh+Media+Sarana/data=!4m7!3m6!1s0x2e7a187fb80d1dc1:0x2ec70c5647147e42!8m2!3d-7.6007935!4d110.9493476!16s%2Fg%2F11b6ztxv6t!19sChIJwR0NuH8Yei4RQn4UR1YMxy4?authuser=0&hl=en&rclk=1,Digital Agency,Posh Media Sarana,Commercial printer,"Jl. Kamboja No.10, Dompon, Karanganyar, Kec. Karanganyar, Kabupaten Karanganyar, Jawa Tengah 57711","{""Friday"":[""8.30 am–4.30 pm""],""Monday"":[""8.30 am–4.30 pm""],""Saturday"":[""8.30 am–4.30 pm""],""Sunday"":[""Closed""],""Thursday"":[""8.30 am–4.30 pm""],""Tuesday"":[""8.30 am–4.30 pm""],""Wednesday"":[""8.30 am–4.30 pm""]}",{},,0811-256-779,10,4.9,6.94,"{""1"":0,""2"":0,""3"":0,""4"":1,""5"":9}",-7.600793,110.949348,0.003807747174
https://www.google.com/maps/place/PT+Laku+Cipta+Karya/data=!4m7!3m6!1s0x2e7a17a9d3058193:0x496782d9df0a1657!8m2!3d-7.5601969!4d110.8718541!16s%2Fg%2F11ckxxh8jn!19sChIJk4EF06kXei4RVxYK39mCZ0k?authuser=0&hl=en&rclk=1,Digital Agency,PT Laku Cipta Karya,Graphic designer,"Perumahan Winong Jl. Gajah, Perumahan Jl. Winong No.8, Banaran, Karanganyar Regency, Central Java 57731","{""Friday"":[""8.00 am–4.00 pm""],""Monday"":[""8.00 am–4.00 pm""],""Saturday"":[""Closed""],""Sunday"":[""Closed""],""Thursday"":[""8.00 am–4.00 pm""],""Tuesday"":[""8.00 am–4.00 pm""],""Wednesday"":[""8.00 am–4.00 pm""]}",{},https://lakudesign.com/,0851-9005-8001,10,4.9,6.94,"{""1"":0,""2"":0,""3"":0,""4"":1,""5"":9}",-7.560197,110.871854,0.003807747174
https://www.google.com/maps/place/MASPO+Digital+Media/data=!4m7!3m6!1s0x2e7a113d4cbd8877:0x5f13359ff3ee3f4c!8m2!3d-7.5095002!4d110.8129841!16s%2Fg%2F11vlw2vst2!19sChIJd4i9TD0Rei4RTD_u8581E18?authuser=0&hl=en&rclk=1,Digital Agency,MASPO Digital Media,Training center,"Jl. Solo - Purwodadi No.KM 8, Ngangruk, Selokaton, Gondangrejo, Karanganyar Regency, Central Java 57188","{""Friday"":[""Open 24 hours""],""Monday"":[""Open 24 hours""],""Saturday"":[""Open 24 hours""],""Sunday"":[""Open 24 hours""],""Thursday"":[""Open 24 hours""],""Tuesday"":[""Open 24 hours""],""Wednesday"":[""Open 24 hours""]}",{},,0852-6455-6666,6,5,5.4,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":6}",-7.5095,110.812984,0.002962800395
https://www.google.com/maps/place/Lawumedia+Indonesia/data=!4m7!3m6!1s0x2e7a1de6fffd59eb:0x23856f374a1f376d!8m2!3d-7.5112715!4d111.0608417!16s%2Fg%2F11sx1yz70g!19sChIJ61n9_-Ydei4RbTcfSjdvhSM?authuser=0&hl=en&rclk=1,Digital Agency,Lawumedia Indonesia,Website designer,"Kacangan, RT.02/RW.08, Tawangsari, Kec. Kerjo, Kabupaten Karanganyar, Jawa Tengah 57753",{},{},,0858-0009-0501,14,4.5,8.3,"{""1"":1,""2"":0,""3"":0,""4"":3,""5"":10}",-7.511271,111.060842,0.004553933941
https://www.google.com/maps/place/Wave+Management/data=!4m7!3m6!1s0x2e7a191d7c94021f:0xffd9f1bb898b9cbf!8m2!3d-7.5914667!4d110.9233109!16s%2Fg%2F11xnvmwh9g!19sChIJHwKUfB0Zei4Rv5yLibvx2f8?authuser=0&hl=en&rclk=1,Digital Agency,Wave Management,Telemarketing service,"Perumahan Puri Kahuripan 1, Blok E no. 09, Jati, Kec. Jaten, Kabupaten Karanganyar, Jawa Tengah 57731","{""Friday"":[""7.00 am–8.00 pm""],""Monday"":[""7.30 am–8.00 pm""],""Saturday"":[""10.00 am–5.00 pm""],""Sunday"":[""8.00 am–3.00 pm""],""Thursday"":[""7.00 am–8.00 pm""],""Tuesday"":[""7.30 am–8.00 pm""],""Wednesday"":[""7.00 am–8.00 pm""]}",{},,0838-3224-8255,0,0,0,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",-7.591467,110.923311,0
https://www.google.com/maps/place/Digital+Media+Inovasi/data=!4m7!3m6!1s0x2e7a158575cbc50d:0x54c65e0b80a2c22!8m2!3d-7.5333561!4d110.7575539!16s%2Fg%2F11qh67tvsz!19sChIJDcXLdYUVei4RIiwKuOBlTAU?authuser=0&hl=en&rclk=1,Digital Agency,Digital Media Inovasi,Software company,"Jl. Durian No.15, Krobyongan, Gawanan, Colomadu, Karanganyar Regency, Central Java 57158","{""Friday"":[""Closed""],""Monday"":[""Closed""],""Saturday"":[""8.00 am–3.00 pm""],""Sunday"":[""Closed""],""Thursday"":[""Closed""],""Tuesday"":[""Closed""],""Wednesday"":[""Closed""]}",{},https://mediadigitalinovasi.com/,0822-2659-1250,1,5,3.4,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":1}",-7.533356,110.757554,0.001865466915
https://www.google.com/maps/place/Narasumber+%26+Trainer+Digital+Marketing/data=!4m7!3m6!1s0x2e7a150ba28c6f7b:0x21cd4d09ca618b82!8m2!3d-7.5439138!4d110.760968!16s%2Fg%2F11kqhbrtdv!19sChIJe2-MogsVei4RgothyglNzSE?authuser=0&hl=en&rclk=1,Digital Agency,Narasumber & Trainer Digital Marketing,Marketing consultant,"Jl. Gajahan No.10, RT.01/RW.02, Gatak, Gajahan, Kec. Colomadu, Kabupaten Karanganyar, Jawa Tengah 57176","{""Friday"":[""9.00 am–5.00 pm""],""Monday"":[""9.00 am–5.00 pm""],""Saturday"":[""Closed""],""Sunday"":[""Closed""],""Thursday"":[""9.00 am–5.00 pm""],""Tuesday"":[""9.00 am–5.00 pm""],""Wednesday"":[""9.00 am–5.00 pm""]}",{},https://www.sekata-consulting.id/,0877-7110-7292,0,0,0,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",-7.543914,110.760968,0
https://www.google.com/maps/place/Citra+Media+Kreatif/data=!4m7!3m6!1s0x2e7a15548154bd25:0x7174e0d6e3b6145a!8m2!3d-7.5334703!4d110.7573093!16s%2Fg%2F11qf_w6jc2!19sChIJJb1UgVQVei4RWhS249bgdHE?authuser=0&hl=en&rclk=1,Digital Agency,Citra Media Kreatif,Advertising agency,"Tanon Kidul rt 01/04, Krobyongan, Gedongan, Kec. Colomadu, Kabupaten Karanganyar, Jawa Tengah 57174","{""Friday"":[""9.00 am–2.00 pm""],""Monday"":[""9.00 am–2.00 pm""],""Saturday"":[""Closed""],""Sunday"":[""Closed""],""Thursday"":[""9.00 am–2.00 pm""],""Tuesday"":[""9.00 am–2.00 pm""],""Wednesday"":[""9.00 am–2.00 pm""]}",{},,0877-9452-0579,2,5,3.8,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":2}",-7.53347,110.757309,0.002084933611
https://www.google.com/maps/place/KANTOR+INFO+WARGA+KARANGANYAR/data=!4m7!3m6!1s0x2e7a23cc306a5e33:0xd148589afc2715ee!8m2!3d-7.6147211!4d110.9640124!16s%2Fg%2F11j4pxjz9s!19sChIJM15qMMwjei4R7hUn_JpYSNE?authuser=0&hl=en&rclk=1,Digital Agency,KANTOR INFO WARGA KARANGANYAR,Public relations firm,"Titang, Tegalgede, Kec. Karanganyar, Kabupaten Karanganyar, Jawa Tengah","{""Friday"":[""Open 24 hours""],""Monday"":[""Open 24 hours""],""Saturday"":[""Open 24 hours""],""Sunday"":[""Closed""],""Thursday"":[""Open 24 hours""],""Tuesday"":[""Open 24 hours""],""Wednesday"":[""Open 24 hours""]}",{},http://janurkuning1.blogspot.com/,0853-2573-3339,7,4.7,5.62,"{""1"":0,""2"":0,""3"":1,""4"":0,""5"":6}",-7.614721,110.964012,0.003083507078
https://www.google.com/maps/place/Kantor+Dpc+Demokrat+Karanganyar/data=!4m7!3m6!1s0x2e7a187218e6dc03:0xfdf9fa310ab18331!8m2!3d-7.5944189!4d110.9320215!16s%2Fg%2F11fzf70588!19sChIJA9zmGHIYei4RMYOxCjH6-f0?authuser=0&hl=en&rclk=1,Digital Agency,Kantor Dpc Demokrat Karanganyar,Public relations firm,"CW4J+6RJ Kantor Dpc Demokrat Karanganyar, Manggung, Cangakan, Kec. Karanganyar, Kabupaten Karanganyar, Jawa Tengah 57716",{},{},,,12,4.3,7.38,"{""1"":0,""2"":2,""3"":0,""4"":2,""5"":8}",-7.594419,110.932021,0.00404916054
https://www.google.com/maps/place/MDM+%28Multi+digital+media%29/data=!4m7!3m6!1s0x2e7a191cdc67d525:0x79505beabf69b361!8m2!3d-7.602566!4d110.9494679!16s%2Fg%2F11ks1s700z!19sChIJJdVn3BwZei4RYbNpv-pbUHk?authuser=0&hl=en&rclk=1,Digital Agency,MDM (Multi digital media),Societe de Flocage,"9WWX+XQQ MDM (Multi digital media), Jalan Brigjen Slamet Riyadi, Manggeh, Tegalgede, Kec. Karanganyar, Kabupaten Karanganyar, Jawa Tengah 57711","{""Friday"":[""7.15 am–4.30 pm""],""Monday"":[""7.15 am–4.30 pm""],""Saturday"":[""Closed""],""Sunday"":[""Closed""],""Thursday"":[""7.15 am–4.30 pm""],""Tuesday"":[""7.15 am–4.30 pm""],""Wednesday"":[""7.15 am–4.30 pm""]}",{},,0838-2144-6130,8,4,5.6,"{""1"":2,""2"":0,""3"":0,""4"":0,""5"":6}",-7.602566,110.949468,0.003072533743
https://www.google.com/maps/place/Sertifikasi+Digital+Marketing+-+Lembaga+Sertifikasi+Profesi+%7C+Ira+Course/data=!4m7!3m6!1s0x2e7a17c27a5fac9d:0x5e0a5aca1b1f73f1!8m2!3d-7.5517102!4d110.8747127!16s%2Fg%2F11np7bxxf8!19sChIJnaxfesIXei4R8XMfG8paCl4?authuser=0&hl=en&rclk=1,Digital Agency,Sertifikasi Digital Marketing - Lembaga Sertifikasi Profesi | Ira Course,Training center,"Jln. Semar Blok E No.4 Perumahan NGringo Indah, Ngringo, Jaten, Gunungsari, Ngringo, Kec. Karanganyar, Kabupaten Karanganyar, Jawa Tengah 57731","{""Friday"":[""9.00 am–4.00 pm""],""Monday"":[""9.00 am–4.00 pm""],""Saturday"":[""Closed""],""Sunday"":[""Closed""],""Thursday"":[""9.00 am–4.00 pm""],""Tuesday"":[""9.00 am–4.00 pm""],""Wednesday"":[""9.00 am–4.00 pm""]}",{},,0818-255-393,0,0,0,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",-7.55171,110.874713,0
https://www.google.com/maps/place/Nala+Media+Digital+Printing/data=!4m7!3m6!1s0x2e7a2333cdf28a07:0xd56d305d315c7bca!8m2!3d-7.5954395!4d110.9494899!16s%2Fg%2F11t57xfr7z!19sChIJB4ryzTMjei4RyntcMV0wbdU?authuser=0&hl=en&rclk=1,Digital Agency,Nala Media Digital Printing,Digital printing service,"9WRX+38C Nala Media Digital Printing, Crebonan, Jl. Prof. Moh. Yamin, Tegalgede, Kec. Karanganyar, Kabupaten Karanganyar, Jawa Tengah 57711","{""Friday"":[""8.00 am–1.00 am""],""Monday"":[""8.00 am–1.00 am""],""Saturday"":[""8.00 am–1.00 am""],""Sunday"":[""Closed""],""Thursday"":[""8.00 am–1.00 am""],""Tuesday"":[""8.00 am–1.00 am""],""Wednesday"":[""8.00 am–1.00 am""]}","{""Friday"":{""0"":38,""10"":38,""11"":38,""12"":36,""13"":40,""14"":36,""15"":38,""16"":36,""17"":50,""18"":65,""19"":86,""20"":77,""21"":75,""22"":61,""23"":52,""6"":0,""7"":0,""8"":34,""9"":43},""Monday"":{""0"":54,""10"":22,""11"":29,""12"":36,""13"":43,""14"":36,""15"":50,""16"":45,""17"":52,""18"":47,""19"":56,""20"":72,""21"":97,""22"":100,""23"":93,""6"":0,""7"":0,""8"":22,""9"":25},""Saturday"":{""0"":52,""10"":47,""11"":54,""12"":50,""13"":50,""14"":47,""15"":56,""16"":70,""17"":75,""18"":72,""19"":68,""20"":70,""21"":70,""22"":70,""23"":61,""6"":0,""7"":0,""8"":29,""9"":34},""Sunday"":{},""Thursday"":{""0"":52,""10"":47,""11"":50,""12"":36,""13"":31,""14"":22,""15"":29,""16"":40,""17"":61,""18"":77,""19"":81,""20"":72,""21"":75,""22"":79,""23"":68,""6"":0,""7"":0,""8"":43,""9"":43},""Tuesday"":{""0"":56,""10"":43,""11"":38,""12"":38,""13"":38,""14"":38,""15"":38,""16"":52,""17"":56,""18"":68,""19"":59,""20"":52,""21"":59,""22"":70,""23"":68,""6"":0,""7"":0,""8"":34,""9"":38},""Wednesday"":{""0"":40,""10"":38,""11"":43,""12"":45,""13"":52,""14"":54,""15"":45,""16"":36,""17"":34,""18"":40,""19"":54,""20"":72,""21"":70,""22"":72,""23"":65,""6"":0,""7"":0,""8"":29,""9"":34}}",https://s.id/nalamedia,0813-9872-7722,20,4.5,10.7,"{""1"":2,""2"":0,""3"":1,""4"":1,""5"":16}",-7.595439,110.94949,0.005870734116
https://www.google.com/maps/place/Forza+Media/data=!4m7!3m6!1s0x2e7a195c690c4237:0x43b67245c2b1bbe6!8m2!3d-7.5996426!4d110.9508592!16s%2Fg%2F11gy29x_65!19sChIJN0IMaVwZei4R5ruxwkVytkM?authuser=0&hl=en&rclk=1,Digital Agency,Forza Media,Corporate office,"Jl. Badak II, Karanganyar, Kec. Karanganyar, Kabupaten Karanganyar, Jawa Tengah 57711","{""Friday"":[""8.30 am–9.00 pm""],""Monday"":[""8.30 am–9.00 pm""],""Saturday"":[""8.30 am–9.00 pm""],""Sunday"":[""Closed""],""Thursday"":[""8.30 am–9.00 pm""],""Tuesday"":[""8.30 am–9.00 pm""],""Wednesday"":[""8.30 am–9.00 pm""]}",{},,0895-3283-03080,15,4.8,8.88,"{""1"":0,""2"":0,""3"":1,""4"":1,""5"":13}",-7.599643,110.950859,0.00487216065
